emp_no,first_name,last_name,title,from_date,to_date,birth_date
295254,Xuejun,Pfau,Senior Staff,1993-07-24,9999-01-01,1965-01-15
295255,Jacopo,Bellone,Technique Leader,1988-03-13,9999-01-01,1965-01-04
295262,Moon,Pews,Assistant Engineer,1994-08-06,9999-01-01,1965-01-22
295268,Eben,Calkin,Senior Staff,2001-12-19,9999-01-01,1965-01-28
295278,Val,Barvinok,Senior Engineer,2000-01-02,9999-01-01,1965-01-04
295411,Chiranjit,Serot,Staff,1997-04-04,9999-01-01,1965-01-18
296428,Charmane,Simmen,Senior Staff,1997-03-07,9999-01-01,1965-01-03
296062,Shaz,Driscoll,Staff,1998-10-03,9999-01-01,1965-01-29
296303,Mariangiola,Heyers,Technique Leader,1992-08-04,9999-01-01,1965-01-28
296718,Kamakshi,Bahl,Senior Engineer,1987-12-22,9999-01-01,1965-01-30
296664,Dipayan,Geffroy,Senior Engineer,1987-09-17,9999-01-01,1965-01-31
296687,Palash,Spieker,Senior Staff,1996-05-10,9999-01-01,1965-01-02
297905,Marc,Bahl,Assistant Engineer,1997-06-18,9999-01-01,1965-01-12
297232,Lokesh,Saoudi,Senior Staff,1999-05-25,9999-01-01,1965-01-16
297431,Cathie,Ratnakar,Senior Staff,1996-06-23,9999-01-01,1965-01-12
297474,Irena,Terkki,Staff,1998-03-11,9999-01-01,1965-01-13
297954,Sailaja,Fujisaki,Assistant Engineer,1995-07-24,9999-01-01,1965-01-13
298339,King,Benzmuller,Senior Engineer,1995-09-04,9999-01-01,1965-01-11
298577,Florina,Litecky,Senior Staff,1994-12-02,9999-01-01,1965-01-11
299346,Fumitake,Sichman,Senior Staff,1991-02-21,9999-01-01,1965-01-09
298953,Zita,Syang,Staff,1998-12-29,9999-01-01,1965-02-01
299718,Denny,Shobatake,Senior Staff,2002-06-22,9999-01-01,1965-01-15
299580,Luisa,Itzfeldt,Engineer,1997-01-23,9999-01-01,1965-01-21
299737,Patricio,Itzfeldt,Senior Staff,1994-05-21,9999-01-01,1965-02-01
400046,Hilari,Christ,Senior Staff,1991-01-19,9999-01-01,1965-01-12
400780,Poornachandra,Asser,Engineer,1993-11-07,9999-01-01,1965-01-09
400358,Angus,Jullig,Senior Engineer,1997-04-13,9999-01-01,1965-01-31
400683,Kamakshi,Manders,Staff,1995-08-05,9999-01-01,1965-01-28
400796,Bodo,Halevi,Engineer,1996-05-30,9999-01-01,1965-01-10
401278,Oguz,Schurmann,Engineer,1995-11-11,9999-01-01,1965-01-16
401154,Danae,Kragelund,Senior Staff,1993-05-19,9999-01-01,1965-01-27
401333,Martins,Shokrollahi,Senior Engineer,1991-11-04,9999-01-01,1965-01-30
401420,Florian,Uhrig,Senior Staff,1987-01-31,9999-01-01,1965-01-06
401574,Yannik,Falco,Technique Leader,1988-01-15,9999-01-01,1965-01-13
402025,Shigehito,Duclos,Senior Engineer,1992-09-19,9999-01-01,1965-01-20
402102,Kersti,Granlund,Engineer,1995-03-19,9999-01-01,1965-01-21
402664,Subhada,Janetzko,Senior Engineer,1987-01-25,9999-01-01,1965-01-04
402718,Jeanna,Rettelbach,Senior Engineer,1996-02-14,9999-01-01,1965-01-17
402827,Weidon,Pollacia,Senior Staff,1996-02-27,9999-01-01,1965-01-28
403010,Toshimitsu,Sluis,Senior Engineer,1985-02-18,9999-01-01,1965-01-16
403621,Deborah,Kaminger,Senior Staff,1997-06-04,9999-01-01,1965-01-07
403644,Krisda,Hainaut,Senior Staff,2000-07-07,9999-01-01,1965-01-19
403954,Jeanna,Bratten,Senior Engineer,1997-07-26,9999-01-01,1965-01-10
404018,Valery,Babb,Senior Engineer,1998-10-19,9999-01-01,1965-01-11
404462,Anestis,Setlzner,Senior Engineer,1991-07-13,9999-01-01,1965-01-09
404236,Zengping,Kakkar,Senior Engineer,1996-07-22,9999-01-01,1965-01-12
404573,Eberhardt,Spelt,Staff,1997-07-05,9999-01-01,1965-01-31
404755,Manu,Junet,Senior Staff,1996-04-19,9999-01-01,1965-01-13
404788,Basem,Beausoleil,Engineer,1998-03-16,9999-01-01,1965-01-16
405015,Morris,Fargier,Senior Staff,1996-06-29,9999-01-01,1965-01-02
405063,Yechezkel,Yurov,Senior Engineer,1998-11-30,9999-01-01,1965-01-26
406125,Georgi,Portugali,Technique Leader,1987-09-27,9999-01-01,1965-01-25
406239,Marek,Tomescu,Senior Engineer,2002-05-15,9999-01-01,1965-01-09
406564,Parviz,Picco,Engineer,1995-04-16,9999-01-01,1965-01-25
407522,Tommaso,Raczkowsky,Staff,1996-08-29,9999-01-01,1965-01-25
406714,Malu,Ossenbruggen,Senior Staff,1994-11-21,9999-01-01,1965-02-01
406847,Alexius,Crouzet,Staff,1999-10-05,9999-01-01,1965-01-24
408114,Geoffrey,Ladret,Engineer,1994-01-03,9999-01-01,1965-01-05
407837,Fei,Erez,Senior Engineer,1991-10-15,9999-01-01,1965-02-01
408019,Shridhar,Chleq,Senior Engineer,1996-03-21,9999-01-01,1965-01-01
408163,Irene,Sethi,Senior Engineer,1996-09-06,9999-01-01,1965-01-21
408953,Jolita,Claffy,Senior Engineer,1993-12-24,9999-01-01,1965-01-26
408417,Tsz,Daescu,Staff,1994-01-29,9999-01-01,1965-01-19
408437,Uno,Solares,Senior Staff,1999-09-22,9999-01-01,1965-01-29
408447,Mayuri,Werthner,Senior Staff,1999-08-19,9999-01-01,1965-01-13
408654,Yongqiao,Cochrane,Senior Staff,1991-10-27,9999-01-01,1965-01-09
409391,Willard,Verspoor,Engineer,1999-02-28,9999-01-01,1965-01-06
409898,Divier,Ishibashi,Senior Engineer,1994-09-22,9999-01-01,1965-02-01
409798,Dekang,Tsunoo,Technique Leader,1995-01-19,9999-01-01,1965-01-15
409805,Frazer,Candan,Senior Engineer,1999-03-05,9999-01-01,1965-01-15
410372,Duri,Mitina,Senior Engineer,1995-03-04,9999-01-01,1965-01-08
410028,Xiadong,McClurg,Senior Staff,1994-09-17,9999-01-01,1965-01-11
410433,Kazuhisa,Riesenhuber,Senior Engineer,1992-10-06,9999-01-01,1965-01-19
410616,Gudjon,Kalorkoti,Senior Engineer,1999-04-14,9999-01-01,1965-01-18
410804,Ronnie,Denos,Senior Engineer,1997-06-08,9999-01-01,1965-01-17
414543,Bernd,Anick,Senior Engineer,1988-11-19,9999-01-01,1965-01-03
410881,Koichi,Grabner,Senior Engineer,1990-04-24,9999-01-01,1965-01-06
411070,Otmar,Brandsma,Senior Engineer,1992-05-27,9999-01-01,1965-01-29
411082,Martine,Cangellaris,Senior Engineer,1998-04-28,9999-01-01,1965-01-08
411143,Goncalo,Barbanera,Senior Staff,1996-09-01,9999-01-01,1965-01-08
412404,Mitsuyuki,Jeansoulin,Senior Engineer,1999-10-28,9999-01-01,1965-01-15
412757,Leen,Peak,Engineer,1999-11-20,9999-01-01,1965-01-03
413098,Hsiangchu,Taubenfeld,Senior Staff,1999-04-17,9999-01-01,1965-01-26
413205,Mototsugu,Prampolini,Senior Staff,1988-06-12,9999-01-01,1965-01-09
413666,Remco,Duclos,Senior Staff,1996-04-18,9999-01-01,1965-01-05
413729,Harjit,Ernst,Technique Leader,1992-04-26,9999-01-01,1965-01-02
413831,Mohamadou,Grabner,Senior Staff,1998-11-25,9999-01-01,1965-01-09
413832,Marco,Jahnichen,Senior Staff,1995-03-28,9999-01-01,1965-01-24
414027,Tadanori,Msuda,Senior Engineer,1997-11-06,9999-01-01,1965-01-31
414091,Wuxu,Kuhnemann,Engineer,1997-08-19,9999-01-01,1965-01-17
414662,Ipke,Schneeberger,Senior Engineer,1994-09-20,9999-01-01,1965-01-21
414551,Elliott,Copas,Senior Engineer,1999-09-13,9999-01-01,1965-01-22
414814,Dayanand,Wielonsky,Staff,1999-02-15,9999-01-01,1965-01-28
414714,Chinho,Delgrande,Senior Staff,1996-11-07,9999-01-01,1965-01-06
414897,Juyoung,Willoner,Senior Staff,1994-11-03,9999-01-01,1965-01-17
420476,Mariangiola,Bolsens,Senior Staff,1994-06-15,9999-01-01,1965-01-28
415187,Juyoung,Peltason,Assistant Engineer,1998-09-01,9999-01-01,1965-01-03
415338,Shigeo,Emmart,Assistant Engineer,1995-12-24,9999-01-01,1965-01-22
415363,Conal,Shackell,Senior Staff,1993-01-25,9999-01-01,1965-01-19
415563,Mrinalini,Bierbaum,Senior Engineer,1994-03-12,9999-01-01,1965-01-21
416074,Alain,Lieberherr,Senior Engineer,1996-05-10,9999-01-01,1965-01-08
416383,Nectarios,Itschner,Senior Engineer,1996-03-01,9999-01-01,1965-01-29
416420,Adamantios,Heemskerk,Senior Staff,1986-08-08,9999-01-01,1965-01-22
416492,Kannan,Meriste,Senior Engineer,1992-08-12,9999-01-01,1965-01-15
416660,Nathalie,Luke,Senior Engineer,1997-09-15,9999-01-01,1965-01-28
416720,Tokuyasu,Xiaoshan,Senior Engineer,1998-09-19,9999-01-01,1965-01-14
416877,Gio,Orsini,Senior Staff,1993-12-07,9999-01-01,1965-01-02
416892,Shooichi,Vandervoorde,Engineer,1996-08-16,9999-01-01,1965-01-03
417435,Bouchung,Zaumen,Senior Staff,1999-01-29,9999-01-01,1965-01-03
418239,Josyula,Motley,Senior Engineer,1992-09-05,9999-01-01,1965-01-03
418247,Oscar,Oppitz,Senior Staff,2001-06-29,9999-01-01,1965-01-08
418298,Arvin,Pusterhofer,Senior Engineer,2002-03-02,9999-01-01,1965-01-08
418309,Danel,Petereit,Senior Engineer,1994-02-21,9999-01-01,1965-01-24
418380,Kazuhiko,Gornas,Senior Engineer,1993-05-20,9999-01-01,1965-01-02
418566,Kazuhide,Snedden,Senior Engineer,1996-06-14,9999-01-01,1965-01-27
418606,Michaela,Otillio,Engineer,1994-01-05,9999-01-01,1965-01-11
418717,Arunachalam,Magliocco,Senior Staff,1992-12-22,9999-01-01,1965-01-20
418860,Ymte,Dalton,Senior Staff,1997-11-22,9999-01-01,1965-02-01
419099,Heon,Broomell,Staff,1998-05-06,9999-01-01,1965-01-15
419953,Ung,Orlowski,Senior Staff,1998-07-22,9999-01-01,1965-01-29
420086,Susuma,Kitsuregawa,Senior Engineer,1993-05-28,9999-01-01,1965-01-27
420557,Mabhin,Eastman,Senior Staff,1994-08-02,9999-01-01,1965-01-06
420694,Frazer,Barbanera,Senior Staff,1991-11-04,9999-01-01,1965-01-19
420732,Willard,Morrin,Senior Staff,2001-05-27,9999-01-01,1965-01-06
420759,Raimond,Solovay,Staff,1997-10-03,9999-01-01,1965-01-04
420765,Shawna,Krider,Senior Staff,1997-03-09,9999-01-01,1965-01-17
420877,Khosrow,Erez,Senior Staff,1996-02-11,9999-01-01,1965-01-29
421074,Zhaofang,Falster,Senior Staff,1999-06-29,9999-01-01,1965-01-07
421022,Shigeaki,Butner,Senior Staff,1996-07-13,9999-01-01,1965-01-26
421033,Garnik,Randt,Senior Staff,1994-12-23,9999-01-01,1965-01-14
421312,Mariangiola,Bashian,Engineer,1999-09-18,9999-01-01,1965-01-13
421384,Renny,Bednarek,Senior Staff,1995-06-01,9999-01-01,1965-01-02
421755,Shichao,Thiria,Senior Engineer,2001-01-10,9999-01-01,1965-01-03
422146,Kenton,Miara,Engineer,1999-05-14,9999-01-01,1965-01-08
423327,Constantijn,Lichtman,Senior Staff,2001-06-26,9999-01-01,1965-01-27
422783,Jagoda,Uhrig,Engineer,1995-09-01,9999-01-01,1965-01-18
423038,Takushi,Strehl,Senior Staff,1988-10-04,9999-01-01,1965-01-20
423204,Uma,Stranks,Senior Staff,1996-09-12,9999-01-01,1965-01-08
423208,Joydip,Krone,Engineer,1995-02-08,9999-01-01,1965-01-19
423214,Tsutomu,Tetzlaff,Senior Staff,1993-09-23,9999-01-01,1965-01-31
424685,Changho,Veevers,Senior Staff,1997-03-03,9999-01-01,1965-01-10
423350,Heping,Monarch,Senior Staff,1993-04-15,9999-01-01,1965-01-04
423633,Mariusz,Tokunaga,Senior Engineer,1985-02-11,9999-01-01,1965-01-30
423993,Seshu,Kolvik,Technique Leader,1988-12-09,9999-01-01,1965-01-01
424569,Danco,Luff,Engineer,1997-10-30,9999-01-01,1965-01-14
424584,Kagan,Dredge,Senior Engineer,2000-02-26,9999-01-01,1965-02-01
425437,Moni,Staudhammer,Engineer,1999-03-23,9999-01-01,1965-01-03
424797,Theron,Itschner,Senior Staff,1993-05-16,9999-01-01,1965-01-19
424805,Jacqueline,Zallocco,Senior Staff,1994-12-17,9999-01-01,1965-01-24
424930,Xuejun,Reeker,Senior Staff,1997-11-18,9999-01-01,1965-01-19
424984,Vasilis,Waleschkowski,Engineer,1996-05-26,9999-01-01,1965-01-11
425830,Guther,Conia,Engineer,1999-02-13,9999-01-01,1965-01-30
425535,Alagu,Vieri,Senior Staff,1992-08-22,9999-01-01,1965-01-18
425540,Paddy,Zumaque,Senior Staff,1995-11-12,9999-01-01,1965-01-03
425757,Yongdong,Jiang,Senior Staff,1990-10-13,9999-01-01,1965-01-18
425780,Paris,Range,Senior Staff,1997-10-25,9999-01-01,1965-01-15
425875,Jahangir,Kroft,Senior Staff,1995-06-11,9999-01-01,1965-01-19
426228,Supot,Badache,Engineer,1996-08-17,9999-01-01,1965-01-17
426153,Shahaf,Luce,Senior Staff,1999-04-06,9999-01-01,1965-01-16
426235,Danco,Rajala,Senior Staff,1996-03-28,9999-01-01,1965-01-31
426168,Kaijung,Mateescu,Senior Staff,1992-11-17,9999-01-01,1965-01-10
426644,Zejun,Broomell,Senior Engineer,2002-01-19,9999-01-01,1965-01-13
426795,Huican,Lunn,Senior Staff,1991-07-23,9999-01-01,1965-01-07
426706,Karsten,Kawashima,Senior Engineer,1999-03-15,9999-01-01,1965-01-07
426818,Gaurav,Fendler,Senior Staff,1997-02-14,9999-01-01,1965-01-21
426819,Sandeepan,Kulisch,Engineer,1997-05-16,9999-01-01,1965-01-13
426824,Gopalakrishnan,Mawatari,Senior Staff,1993-10-29,9999-01-01,1965-01-25
427571,Torsten,Ranta,Senior Engineer,1996-12-10,9999-01-01,1965-01-20
426958,Weijing,Viele,Senior Engineer,1993-10-03,9999-01-01,1965-01-19
427313,Utpal,Kemmerer,Senior Staff,1991-12-04,9999-01-01,1965-01-31
427320,Mamdouh,Ramamoorthy,Senior Engineer,2000-01-13,9999-01-01,1965-01-13
427332,Feiyu,Hemaspaandra,Staff,1995-06-04,9999-01-01,1965-01-20
427776,Jaques,Navazio,Senior Staff,1998-04-03,9999-01-01,1965-01-25
427805,Haldun,Compeau,Senior Staff,1997-10-15,9999-01-01,1965-01-21
427823,Jaques,Gecsei,Staff,1999-07-13,9999-01-01,1965-01-18
427852,Adil,Kieras,Senior Engineer,1992-07-20,9999-01-01,1965-01-02
428082,Ronghao,Alpin,Senior Staff,2000-09-10,9999-01-01,1965-01-09
428160,Jamaludin,Kalorkoti,Senior Staff,2001-07-14,9999-01-01,1965-01-12
428195,Hatsukazu,Rosca,Senior Staff,1991-10-13,9999-01-01,1965-01-11
428219,Ghassan,Androutsos,Senior Staff,1993-12-25,9999-01-01,1965-01-21
429231,Kazuyasu,Schmiedel,Senior Staff,1991-09-07,9999-01-01,1965-01-09
428917,Theron,Billawala,Senior Engineer,2001-02-16,9999-01-01,1965-01-23
429087,Hugh,Senzako,Technique Leader,1992-10-15,9999-01-01,1965-01-27
429238,Mona,Luck,Senior Staff,1989-05-11,9999-01-01,1965-01-29
429381,Limsoon,Roohalamini,Senior Staff,1992-11-25,9999-01-01,1965-01-06
429249,Alassane,Wolniewicz,Senior Engineer,1993-10-06,9999-01-01,1965-01-28
429316,Seshu,Hiraishi,Senior Staff,2001-08-10,9999-01-01,1965-01-08
429569,Fumiya,Chappelet,Engineer,1999-09-04,9999-01-01,1965-01-03
429481,Subhada,Emmerich,Engineer,1996-03-06,9999-01-01,1965-01-09
429520,Yongqiao,Francisci,Engineer,1999-12-01,9999-01-01,1965-01-06
429532,Bartek,Vendrig,Senior Staff,1996-11-11,9999-01-01,1965-01-25
429954,Renny,Gladwell,Staff,1999-02-27,9999-01-01,1965-01-26
429703,Ung,Honglei,Senior Staff,1993-09-02,9999-01-01,1965-01-06
429899,Ranan,Marsiglia,Staff,1999-08-13,9999-01-01,1965-01-30
430558,Xiong,Roisin,Senior Engineer,1995-03-02,9999-01-01,1965-01-07
430054,Erzsebet,Setiz,Senior Engineer,1998-06-10,9999-01-01,1965-01-22
430593,Janalee,Lanzelotte,Senior Staff,1997-12-01,9999-01-01,1965-01-19
430631,Kersti,Marsiglia,Engineer,1994-02-19,9999-01-01,1965-01-17
431576,Masamitsu,Back,Senior Staff,1994-03-25,9999-01-01,1965-01-06
430891,Khalil,Gien,Senior Engineer,1991-08-06,9999-01-01,1965-01-06
432031,Adamantios,Matzat,Senior Staff,1993-02-28,9999-01-01,1965-01-11
431657,Visit,Thiran,Senior Engineer,1991-11-14,9999-01-01,1965-01-31
431882,Hideo,Varman,Engineer,1997-06-19,9999-01-01,1965-01-21
431887,Poorav,Ranst,Senior Engineer,1996-06-01,9999-01-01,1965-01-05
432034,Arfst,Uehara,Senior Staff,1993-11-15,9999-01-01,1965-01-24
432257,Kwangjo,Hiltgen,Engineer,1998-12-22,9999-01-01,1965-01-20
432261,Arve,Bergere,Senior Engineer,1994-07-28,9999-01-01,1965-01-30
432523,Takahiro,Maquelin,Engineer,1997-07-21,9999-01-01,1965-01-21
432121,Alair,Straney,Senior Staff,1992-11-14,9999-01-01,1965-01-06
432399,Nitsan,Nollmann,Senior Engineer,1996-09-09,9999-01-01,1965-01-19
432665,Flemming,Driscoll,Senior Engineer,1999-06-28,9999-01-01,1965-01-02
433059,Bojan,Montresor,Staff,1995-02-04,9999-01-01,1965-01-02
432787,Toshiko,Ibel,Senior Engineer,1996-11-23,9999-01-01,1965-01-16
432956,Qunsheng,Birrer,Senior Staff,1994-05-13,9999-01-01,1965-01-25
433260,Make,Olivero,Engineer,1998-06-01,9999-01-01,1965-02-01
433157,Tomofumi,Serna,Staff,1999-10-23,9999-01-01,1965-01-16
433438,Keiichiro,Miyakawa,Senior Staff,2000-09-12,9999-01-01,1965-01-06
435042,Brigham,Borstler,Staff,1995-10-09,9999-01-01,1965-01-10
434845,Takushi,Skogmar,Senior Staff,1991-06-07,9999-01-01,1965-01-11
434936,Sahrah,Rosis,Senior Engineer,2000-06-23,9999-01-01,1965-01-15
435060,Moie,Lieblein,Staff,1996-07-12,9999-01-01,1965-01-16
435289,Feixiong,Schurmann,Senior Staff,1993-02-14,9999-01-01,1965-01-04
435181,Kazuhide,Fiutem,Senior Staff,1998-05-10,9999-01-01,1965-01-16
435305,Berthier,Pramanik,Senior Staff,1999-01-23,9999-01-01,1965-01-21
435774,Olivera,Bharadwaj,Senior Staff,2001-04-01,9999-01-01,1965-01-09
435370,Conal,Basart,Senior Staff,1991-05-17,9999-01-01,1965-01-16
435588,Genta,Pepe,Senior Staff,2002-04-12,9999-01-01,1965-01-29
435602,Dietrich,Kranzdorf,Senior Staff,2001-10-04,9999-01-01,1965-01-29
435791,Hercules,Speer,Senior Engineer,1999-03-07,9999-01-01,1965-01-07
436797,Ohad,Henders,Senior Staff,1996-11-02,9999-01-01,1965-01-24
436558,Subir,Greibach,Senior Engineer,1992-05-24,9999-01-01,1965-01-08
436915,Feixiong,Haraldson,Staff,1998-10-11,9999-01-01,1965-01-13
437276,Dines,DeMori,Senior Staff,1994-12-07,9999-01-01,1965-01-17
437369,Kazuhide,Biran,Senior Staff,1995-01-25,9999-01-01,1965-02-01
437395,Sumant,Thambidurai,Senior Staff,2000-01-02,9999-01-01,1965-01-21
436827,Wojceich,Limongiello,Senior Staff,1988-03-10,9999-01-01,1965-01-30
437724,Erez,Luft,Staff,1994-12-14,9999-01-01,1965-01-17
437870,Kerhong,Lorho,Staff,1995-06-18,9999-01-01,1965-01-07
438264,Rasikan,Barreiro,Senior Staff,2000-09-26,9999-01-01,1965-01-19
438038,Lena,Giaccio,Senior Staff,1999-03-17,9999-01-01,1965-01-01
439377,Mari,Plessier,Senior Engineer,1997-07-04,9999-01-01,1965-01-28
438557,Lidong,Swist,Engineer,1999-09-16,9999-01-01,1965-01-30
439905,Kousuke,Levasseur,Senior Staff,1996-03-15,9999-01-01,1965-01-03
439924,Gunilla,Kisuki,Senior Staff,2000-08-13,9999-01-01,1965-01-30
440325,Douadi,Sullins,Senior Staff,1999-09-25,9999-01-01,1965-01-10
440435,Sandeepan,Rosti,Senior Engineer,1991-11-26,9999-01-01,1965-01-03
440450,Tzvetan,Scharstein,Senior Staff,1999-06-16,9999-01-01,1965-01-16
440642,Snehasis,Kalsbeek,Senior Staff,1997-01-05,9999-01-01,1965-01-14
440870,Filipp,Hasham,Senior Staff,1999-07-11,9999-01-01,1965-01-01
440937,Fabrizio,Usery,Senior Staff,1999-10-14,9999-01-01,1965-01-18
441197,Miquel,Legleitner,Senior Staff,1993-06-28,9999-01-01,1965-01-18
441954,Leszek,Marchegay,Engineer,1999-06-13,9999-01-01,1965-01-03
441536,Chinho,Collette,Senior Engineer,1990-08-07,9999-01-01,1965-01-10
442002,Ravishankar,Baig,Senior Staff,2000-03-17,9999-01-01,1965-01-03
442096,Martijn,DiGiano,Senior Engineer,1990-06-15,9999-01-01,1965-01-15
442312,Zengping,Cusworth,Senior Engineer,1997-06-06,9999-01-01,1965-01-05
442490,Navid,Luke,Engineer,1994-10-17,9999-01-01,1965-01-08
441965,Claudi,Heijenga,Senior Staff,1994-08-30,9999-01-01,1965-01-12
442700,Siddarth,Masada,Staff,1997-08-11,9999-01-01,1965-01-06
442653,Mona,Hebden,Engineer,1995-10-20,9999-01-01,1965-01-04
442898,Aksel,Gire,Engineer,1999-06-27,9999-01-01,1965-01-07
443108,Christfried,Atrawala,Senior Staff,1990-07-13,9999-01-01,1965-01-14
444070,Heping,Skrikant,Senior Staff,1999-11-27,9999-01-01,1965-01-15
443485,Marke,Klerer,Senior Staff,1990-04-14,9999-01-01,1965-01-23
443841,Shaw,Kading,Senior Staff,2000-07-16,9999-01-01,1965-01-08
443873,Vatsa,Ramsay,Senior Staff,2002-02-04,9999-01-01,1965-01-20
444099,Kousuke,Worfolk,Senior Staff,1997-03-22,9999-01-01,1965-01-28
444465,Prasadram,Bultermann,Senior Engineer,1997-08-29,9999-01-01,1965-01-13
444208,Irena,Cesareni,Senior Staff,1985-10-30,9999-01-01,1965-01-27
444487,Udi,Rullman,Senior Engineer,1994-04-09,9999-01-01,1965-01-03
444643,Berna,Schonegge,Staff,1998-06-28,9999-01-01,1965-01-18
445067,Eldridge,Kawashima,Senior Engineer,1997-02-27,9999-01-01,1965-01-28
445723,Gaurav,Roison,Senior Staff,1995-10-22,9999-01-01,1965-01-31
445152,Heping,Peac,Senior Staff,1992-03-20,9999-01-01,1965-01-09
445226,Oscar,Baumann,Senior Engineer,1996-01-22,9999-01-01,1965-01-01
445570,Van,Nations,Technique Leader,1986-08-11,9999-01-01,1965-01-25
445941,Masako,Dechter,Technique Leader,1985-09-25,9999-01-01,1965-01-11
445950,Ebru,Valtorta,Senior Engineer,1997-12-09,9999-01-01,1965-01-23
446121,Fay,Cochrane,Staff,1999-12-13,9999-01-01,1965-01-11
446897,Takahiro,Dalton,Technique Leader,1992-09-30,9999-01-01,1965-01-22
446306,Hercules,Kabayashi,Senior Engineer,1991-06-10,9999-01-01,1965-01-22
446424,DAIDA,Nooteboom,Senior Engineer,1992-11-24,9999-01-01,1965-01-16
446959,Aram,Passino,Senior Engineer,1995-01-28,9999-01-01,1965-01-29
447135,Gennady,Rouquie,Senior Staff,1989-08-24,9999-01-01,1965-01-31
447018,Dannz,Miara,Senior Engineer,2000-12-04,9999-01-01,1965-01-17
447232,Aleksander,Schaaf,Senior Staff,2001-05-25,9999-01-01,1965-01-22
447376,Kirk,Zongker,Staff,1999-12-10,9999-01-01,1965-01-07
447544,Stabislas,Kakkad,Senior Staff,1989-02-19,9999-01-01,1965-01-22
447613,Paris,Restivo,Senior Engineer,1991-11-21,9999-01-01,1965-01-15
447931,Martijn,Jeong,Senior Staff,1999-12-14,9999-01-01,1965-01-11
447877,Make,Heuser,Senior Engineer,1997-07-02,9999-01-01,1965-01-13
447966,Kamakshi,Hebert,Senior Engineer,2002-01-17,9999-01-01,1965-01-05
447982,Shiv,Baezner,Senior Engineer,1996-12-16,9999-01-01,1965-01-25
447999,Shiv,Vilarrasa,Senior Engineer,1995-08-01,9999-01-01,1965-01-05
448900,Mart,Talmor,Staff,1999-05-11,9999-01-01,1965-01-16
448769,Mong,Dichev,Technique Leader,1997-10-11,9999-01-01,1965-01-18
448918,Chiradeep,Arlazarov,Senior Engineer,1998-10-06,9999-01-01,1965-01-23
448994,Haldun,Syang,Staff,1997-02-11,9999-01-01,1965-01-12
449189,Jahangir,Bernatsky,Senior Staff,1995-09-30,9999-01-01,1965-01-30
450184,Selwyn,Henseler,Senior Engineer,1993-03-09,9999-01-01,1965-01-11
449815,Fumitaka,Quittner,Senior Staff,1993-04-20,9999-01-01,1965-01-27
449984,Hinrich,Perin,Senior Engineer,1993-11-20,9999-01-01,1965-02-01
450934,Chanjung,Raoux,Senior Engineer,1998-05-25,9999-01-01,1965-01-23
450255,Udo,Waymire,Technique Leader,1986-06-14,9999-01-01,1965-01-31
450309,Gill,Orlowska,Technique Leader,1986-12-25,9999-01-01,1965-01-08
450475,Saeed,Bahl,Senior Staff,1991-01-29,9999-01-01,1965-01-21
450817,DAIDA,Frolund,Senior Engineer,1996-07-16,9999-01-01,1965-01-10
450888,Sedat,Rande,Senior Staff,2001-03-24,9999-01-01,1965-01-03
450936,Yuriy,Ponthieu,Senior Staff,1996-12-10,9999-01-01,1965-01-18
451333,Radhika,Bonifati,Senior Staff,1995-03-11,9999-01-01,1965-01-15
451253,Jaihie,Ozeri,Senior Staff,1997-06-20,9999-01-01,1965-01-15
451272,Jacopo,Krohm,Senior Engineer,1997-04-23,9999-01-01,1965-01-02
451275,Bedrich,Isard,Senior Staff,1986-06-07,9999-01-01,1965-01-25
452137,Subir,Miake,Senior Engineer,2002-07-11,9999-01-01,1965-01-15
452206,Arra,Esposito,Staff,1994-11-03,9999-01-01,1965-01-22
452325,Taiji,Berstel,Senior Engineer,2001-12-02,9999-01-01,1965-01-14
452347,Shigeichiro,Brattka,Senior Staff,2001-07-13,9999-01-01,1965-01-07
452365,Fei,Gadepally,Engineer,1997-11-13,9999-01-01,1965-01-05
453644,Berni,Takkinen,Senior Staff,1997-06-08,9999-01-01,1965-01-07
452956,Gou,Thombley,Senior Engineer,1987-04-09,9999-01-01,1965-01-17
452957,Alair,Nanard,Staff,1996-02-10,9999-01-01,1965-01-03
452982,Lobel,Aloia,Senior Staff,1994-12-29,9999-01-01,1965-01-29
453070,Aran,Rosenbaum,Senior Staff,2000-04-24,9999-01-01,1965-01-06
453154,Gao,Lally,Staff,1996-03-01,9999-01-01,1965-01-03
453790,Fai,Keirsey,Senior Engineer,1999-10-12,9999-01-01,1965-01-11
453688,Chinya,Leslie,Engineer,1995-10-28,9999-01-01,1965-01-24
453723,Arne,Kohling,Senior Engineer,1993-12-13,9999-01-01,1965-01-15
453760,Ewing,Rajala,Senior Staff,2001-06-21,9999-01-01,1965-01-13
454378,Gina,Ossenbruggen,Technique Leader,1998-01-03,9999-01-01,1965-01-06
453913,Stein,Perng,Senior Staff,1998-04-29,9999-01-01,1965-01-23
454338,Mohammed,Georg,Engineer,1998-08-03,9999-01-01,1965-01-24
454736,Nechama,Ermel,Engineer,1995-06-05,9999-01-01,1965-01-24
454791,Xiaoqiu,Pietracaprina,Senior Engineer,1994-07-09,9999-01-01,1965-01-22
454825,Kamakshi,Schusler,Senior Engineer,2001-05-24,9999-01-01,1965-01-02
454994,Mohan,Picht,Senior Engineer,2000-02-24,9999-01-01,1965-01-01
455175,Soenke,Zaumen,Senior Staff,1998-02-21,9999-01-01,1965-01-14
